text,category,char_length,word_count
I sent a check into the system but still haven't received the cash yet,balance_not_updated_after_cheque_or_cash_deposit,70,14
Please tell me how to edit my personal details.,edit_personal_details,47,9
My card needs to be topped up.,topping_up_by_card,30,7
I made a transaction this morning but I need to revert it now.,cancel_transfer,62,13
IS there a fee to exchange currency?,exchange_charge,36,7
What are the disposable virtual card limits?,disposable_card_limits,44,7
"This company is bad, delete my account now.",terminate_account,43,8
What currencies are available for my use in holding and exchange?,fiat_currency_support,65,11
my cash out is still pending,pending_cash_withdrawal,28,6
I tried to pull cash from an ATM but it wouldn't let me.,declined_cash_withdrawal,56,13
I have to quickly transfer something to China. How long will it take to arrive there?,transfer_timing,85,16
I am perplexed. Why is it that I received an extremely wrong rate when I tried to use an ATM using a foreign currency?,wrong_exchange_rate_for_cash_withdrawal,118,24
Why are my transfers and purchases keep getting declined?,declined_transfer,57,9
What locations can I get money from?,atm_support,36,7
Let me know when I get charged extra for payments. I saw on the app a fee I wasn't forewarned about.,card_payment_fee_charged,100,21
"There is a pending payment on my account, what does this mean?",pending_card_payment,62,12
My card is expiring so how fast can I get a new one and how much will it be?,card_about_to_expire,76,19
Is there a fee to add money to an international card?,top_up_by_card_charge,53,11
I can't find the virtual card,getting_virtual_card,29,6
How do I go about changing my address?,edit_personal_details,38,8
Where's my top up code?,verify_top_up,23,5
why was i chargged,transfer_fee_charged,18,4
I wanted to purchase something online but the payment was returned back to me. This has been going on for a couple of weeks. Please tell me what is going on here?,reverted_card_payment?,162,32
Why did my top-up not get approved this time?,top_up_reverted,45,9
"The cheque I sent a few days ago has not been deposited yet, what is the hold up?",balance_not_updated_after_cheque_or_cash_deposit,81,18
"I thought transfers were free, why was I charged?",transfer_fee_charged,49,9
"I attempted to top-up with my card this morning, but the transaction was unsuccessful. I received the card two days ago and was successful using it previously. Could you please help me?",top_up_failed,185,32
"I was out today looking forward to paying with my brand new card, turns out the payment just kept getting declined. This is pretty sad, what's going on?",declined_card_payment,152,28
Why would a cash withdrawal still be pending?,pending_cash_withdrawal,45,8
Why is it taking so long for my money to appear in my account? I have been waiting a week!,balance_not_updated_after_cheque_or_cash_deposit,90,20
I want to transfer a sum of money from another bank account I have into this one,transfer_into_account,80,17
How can I periodically check the delivery of the card you sent?,card_arrival,63,12
I am still currently waiting for the cash that has been deposited into the account this morning.,balance_not_updated_after_cheque_or_cash_deposit,96,17
What should I do with my stuck ATM?,card_swallowed,35,8
What's the phone number to freeze a card?,lost_or_stolen_card,41,8
What do I do if I forgot my passcode?,passcode_forgotten,37,9
What's the best way to use a cheque to top up?,top_up_by_cash_or_cheque,46,11
I tried updating my balance by cheque yesterday but it doesn't seem to be working. Shouldn't that be faster? Please check my account something has gone wrong there.,balance_not_updated_after_cheque_or_cash_deposit,164,28
I'm confused as to why my transfer is still listed as pending on the website.,pending_transfer,77,15
My withdrawals were going smooth until I got declined today. What is going on?,declined_cash_withdrawal,78,14
My refund isn't showing up on my statement.,Refund_not_showing_up,43,8
"Although I am not located in the UK area, may i still receive a card?",country_support,69,15
I tried to withdraw cash from your ATM but my transaction was cancelled.,declined_cash_withdrawal,72,13
How long does it take in Europe to do a transfer?,transfer_timing,49,11
"I've been waiting for something that i've ordered for months now and it still hasn't arrived. I genuinely don't know what this company is doing, but put plainly, i've had enough. Please issue a refund immediately, i would not like to waste anymore of my time on these people.",request_refund,275,49
"I tried to access money earlier but the machine seems not to be working. After looking, the transaction actually shows to still being process. Can you find out what is going on here? I don't want to be charged for some money I never got.",pending_cash_withdrawal,237,45
How long will it take for my top up to work? It's still pending,pending_top_up,63,14
Tell me how to replace my expired card.,card_about_to_expire,39,8
Will I get extra charges?,transfer_fee_charged,25,5
My money I added isn't on my card.,top_up_failed,34,8
Questionable transactions on my account.,compromised_card,40,5
I am having an issue with an in country transfer I did a few days ago. It has yet to appear in my account. I have checked to be sure that all account information is correct multiple times. What is taking the transfer so long?,transfer_not_received_by_recipient,225,45
"I needed to make a payment on my account, but I typed in the incorrect number. The app won't allow me to cancel this transaction. I need it cancelled ASAP!!",cancel_transfer,156,30
I need your help immediately. There is a 500 cash withdrawal that I know nothing about. I think my account has become compromised.,cash_withdrawal_not_recognised,130,23
What currencies are supported?,fiat_currency_support,30,4
I would like to request a card.,order_physical_card,31,7
I needed $100 but all it gave me was $20.,wrong_amount_of_cash_received,41,10
I have used all of my PIN tries. What should I do now?,pin_blocked,54,13
What is the maximum number of transactions I can do with a disposable card?,disposable_card_limits,75,14
When will my transfer arrive from Europe?,transfer_timing,41,7
"I was wondering why my payment hasn't gone through yet, its been a while.",pending_card_payment,73,14
"I attempted to top up my car today, it failed! I just got it a couple of days before and it worked then. What is going on with it?",top_up_failed,130,29
"my identity hasn't been verified and i can't edit my details, what's next",edit_personal_details,73,13
Can my friends top up my account?,topping_up_by_card,33,7
What does the 1 fee mean?,extra_charge_on_statement,25,6
I am still waiting for the cash to be returned from a cheque I deposited!,balance_not_updated_after_cheque_or_cash_deposit,73,15
My ATM transaction was cancelled.,declined_cash_withdrawal,33,5
Do you allow exchanges of EUR?,fiat_currency_support,30,6
Is ordering a new card from China available?,card_about_to_expire,44,8
I don't see the transaction I made to a friend on my account.,transfer_not_received_by_recipient,61,13
There's a payment showing in the app today even though I have not used my card at all. I want a refund.,direct_debit_payment_not_recognised,103,22
Does it cost anything and how long would it take to get a card if I need a new one? My card is about to expire.,card_about_to_expire,111,26
My account was charged twice for one purchase,transaction_charged_twice,45,8
My card was not accepted in a shop,declined_card_payment,34,8
There is a payment on my card that I do not recognize.,card_payment_not_recognised,54,12
I misplaced my phone so I can't use the app! Does this mean I can't use my card?,lost_or_stolen_phone,80,18
how long should i expect to wait when i add money,pending_top_up,49,11
I want to use auto top-up. Is there a limit?,automatic_top_up,44,10
Why was I declined from getting cash?,declined_cash_withdrawal,37,7
why would a merchant refuse a payment,reverted_card_payment?,37,7
There is a payment with my card which i definitely did not make by me .Never seen that it before.,card_payment_not_recognised,97,20
Can I see where my money came from?,verify_source_of_funds,35,8
Was there a problem with topping up?,top_up_failed,36,7
"Yes, that is correct.",neutral,21,4
tell me how I can order my card.,order_physical_card,32,8
I need information explaining why my top-up failed to go through,top_up_failed,64,11
Can I use a cheque to top up my account,top_up_by_cash_or_cheque,39,10
I want to open an account for my child.,age_limit,39,9
I think I was charged extra on my payment on last Saturday. Maybe the exchange rate was wrong? I'd like a refund.,card_payment_wrong_exchange_rate,113,22
"I did a transfer to my account, but it hasn't shown up",balance_not_updated_after_bank_transfer,54,12
I would like to use this cheque to top up. Can you tell me how to do that?,top_up_by_cash_or_cheque,74,18
Can I choose between Visa and Mastercard?,visa_or_mastercard,41,7
My transaction is showing several times.,transaction_charged_twice,40,6
I have a charge for something I didn't buy.,card_payment_not_recognised,43,9
How do I create a disposable virtual card?,get_disposable_virtual_card,42,8
"Hello I am unable to exchange the crypto currency through the app, i am very keen to buy. Please let me know the issue. interested buying crypto currency but i am unable to purchase it through the application,i do want to do the exchange, Could you please let me know what is the problem?",beneficiary_not_allowed,288,54
why hasn't a transaction to a friend cleared yet?,transfer_not_received_by_recipient,49,9
Why can't I withdraw money?,declined_cash_withdrawal,27,5
Can you tell me how I would go about learning where my funds came from?,verify_source_of_funds,71,15
There is a direct debit payment I don't recognize.,direct_debit_payment_not_recognised,50,9
I cannot see the card PIN anywhere?,get_physical_card,35,7
Will I be fined for topping up by transfer?,top_up_by_bank_transfer_charge,43,9
"that fee should not be there, you charged my cash for an unnecessary thing.",cash_withdrawal_charge,75,14
Am I able to add money into my account using my American Express?,supported_cards_and_currencies,65,13
can i use my app to get a virtual card,getting_virtual_card,38,10
Can I get an account for my son?,age_limit,32,8
Why did the cash deposit not show up in my account?,balance_not_updated_after_cheque_or_cash_deposit,51,11
"Please, tell me why I can't have the funds I deposited a week ago? I need the money now.",balance_not_updated_after_cheque_or_cash_deposit,88,19
How do I get a new card when my old one expires?,card_about_to_expire,48,12
Why wasn't my contactless accepted at the metro?,contactless_not_working,48,8
what are the reasons I have to proof my identity to you?,why_verify_identity,56,12
Why is my check still not showing up on my account? It's been a week already,balance_not_updated_after_cheque_or_cash_deposit,76,16
"So I've been using my account frequently to manage payments for my vacation house in a different country, and now I'm getting hit with ridiculously high fees! What's with that? Ought not I be rewarded as a frequent user?",transfer_fee_charged,220,39
Does google play offer the service to Top up?,apple_pay_or_google_pay,45,9
"My card payment is just showing up as pending since forever, what's going on with that, it should be going through at some point?",pending_card_payment,129,24
How long until transfers complete?,pending_transfer,34,5
"help, I see money missing I didn't take out.",cash_withdrawal_not_recognised,44,9
Do you charge for making a withdrawal? I took some money out of my account earlier and I was charged for this.,cash_withdrawal_charge,110,22
How much longer until I get my new card?,card_arrival,40,9
My card did not go through in a shop,declined_card_payment,36,9
"I'm waiting for the ID verification to go through still, so is it too soon to use my account?",why_verify_identity,93,19
what is the amount of disposable cards I can have?,disposable_card_limits,50,10
Could you please explain why I received a message that my transfer is not possible? I've never had any problems making a transfer in the past.,beneficiary_not_allowed,142,26
There is a strange payment on my card and I don't know what to do.,card_payment_not_recognised,66,15
What does a pending cash withdrawal mean?,pending_cash_withdrawal,41,7
Why is top-up verified?,verify_top_up,23,4
What fiat currencies are supported?,fiat_currency_support,35,5
"I just want to top-up, why do I need to verify anything?",verify_top_up,56,12
"When I went to $100, all the machine would give me was $20.",wrong_amount_of_cash_received,59,13
Could you please recommend what I should do if my card keeps getting declined? I planned to top-up today but I am unable to get it to work. I need a fast solution to this problem.,top_up_failed,179,36
What is the exchange rate for EUR?,exchange_rate,34,7
Why is the pending status on my cash withdrawal taking so long?,pending_cash_withdrawal,63,12
I want to delete my account.,terminate_account,28,6
My refund has not shown up on my statement.,Refund_not_showing_up,43,9
"I stupidly initiated a rent payment from the wrong account yesterday. It can't be paid from that account, but it really needs to get paid on time. Am I able to move the payment to the right account?",cancel_transfer,198,38
I tried to get some money but the machine was not working .The transaction still seems in progress! Can you please check what's going on.I don't want to be charged for money that I did not received.,pending_cash_withdrawal,198,37
Where can I update my pin number?,change_pin,33,7
What is this fee showing up in my account for?,card_payment_fee_charged,46,10
Could I get tracking on the card?,card_arrival,33,7
I would like to get both Mastercard and Visa card from you if that's possible.,visa_or_mastercard,78,15
I need to change my contact information.,edit_personal_details,40,7
How can I get funds into my account from my American Express?,supported_cards_and_currencies,61,12
I tried taking out 30 pounds from the ATM just now and it only gave me 10. Why would it do that? I need the 30 pounds now!,wrong_amount_of_cash_received,122,28
Have you started charging for cash withdrawals? I always thought it was free until I noticed this fee. How much is the fee?,cash_withdrawal_charge,123,23
Why did you revert my top-up?,top_up_reverted,29,6
I would like an extra card.,getting_spare_card,27,6
I have a payment that shows twice,transaction_charged_twice,33,7
I have a new card and need to activate it,activate_my_card,41,10
This transfer incurred a fee that I don't think is right.,transfer_fee_charged,57,11
"How long do you expect me to wait for the transfer? It finally worked out, but has been pending for a long time and it's quite urgent.",pending_transfer,134,27
How much does it cost to top up by transfer?,top_up_by_bank_transfer_charge,44,10
Which ATMs accept this circuit board ?,atm_support,38,7
I was unaware of the additional charge that was added onto my previous payment. A notification of extra charges would be appreciated in the future.,card_payment_fee_charged,147,25
How much is ok for me to top up with?,top_up_limits,37,10
Please tell me how to get a refund for something I bought.,request_refund,58,12
The ATM didn't give me enough money.,wrong_amount_of_cash_received,36,7
What type of fiat currencies do you support?,fiat_currency_support,44,8
What are the maximum amount you can do for auto top-up?,automatic_top_up,55,11
Please help me! A payment I made had an error on the account number and I can't cancel on my side. Can you cancel it?,cancel_transfer,117,25
"I just saw the exchange rate you use, but it's so bad that I can't believe that it's the official interbank exchange rate! Is this truly the official interbank exchange rate?",card_payment_wrong_exchange_rate,174,31
Can I hold more than one currency?,fiat_currency_support,34,7
Tell me why my balance did not change when I tranferred cash.,balance_not_updated_after_bank_transfer,61,12
I want to cancel a purchase,request_refund,27,6
My refund is not showing up in my account. Where is it?,Refund_not_showing_up,55,12
No refund showing in my statement.,Refund_not_showing_up,34,6
How can I go about transferring money to my account?,transfer_into_account,52,10
How do I make my transfer go through,declined_transfer,36,8
Can cards be delivered? Where?,order_physical_card,30,5
Can I use an auto top-up option?,automatic_top_up,32,7
I contacted the seller and he won't respond. Please just refund me my money.,Refund_not_showing_up,76,14
Is there a disposable virtual card?,get_disposable_virtual_card,35,6
"Help, I don't see my money i just added.",pending_top_up,40,9
"In the app, where do I find my card PIN?",get_physical_card,40,10
I am looking to change my adress.,edit_personal_details,33,7
My money hasn't been deposited yet. When will it be?,pending_top_up,52,10
How do I find my PIN number?,get_physical_card,28,7
Can you tell me what the problem with my card is? It was declined at a restaurant today.,card_not_working,88,18
"I have arranged a transfer, but no longer need to send it. How do I stop the transfer?",cancel_transfer,86,18
Is there a reason why a recipient might not see my money transaction,transfer_not_received_by_recipient,68,13
"I paid my rent into the wrong account, could you please pay it into the right account, it needs to be done by tomorrow.",cancel_transfer,119,24
Could I raise a dispute for a large payment that i found out was not done by me in my couple of last statements? I am aware its delayed now. Please help me out.,direct_debit_payment_not_recognised,160,34
My payment is taking a long time to go through.,pending_card_payment,47,10
"I was out today looking forward to paying with my new card, turns out the payment kept getting declined. This is really sad, what's going on?",declined_card_payment,141,26
Where do my fund come from?,verify_source_of_funds,27,6
Are extra charges added for sending out additional cards?,getting_spare_card,57,9
How can I reset my PIN?,change_pin,23,6
Who do I call to cancel a transfer?,cancel_transfer,35,8
What is the estimated date for delivery to US?,card_delivery_estimate,46,9
I see I was charged $1 for a transaction.,extra_charge_on_statement,41,9
Will you guys do Visa or Mastercard?,visa_or_mastercard,36,7
I can't figure out how to transfer money into my account.,transfer_into_account,57,11
Does the card you sent have a tracking number?,card_arrival,46,9
"Hi, I'm buying my son Bertie a starter home in London. I'm just trying to send the 5% deposit over to the agent. It's only 200,000 but seems to be throwing an error. What is going on? If I wait any longer the house prices might rise, can you look in to it please?",failed_transfer,263,54
Which foreign currencies do you accept for adding money?,supported_cards_and_currencies,56,9
I can't log in with this passocde,passcode_forgotten,33,7
How much can I withdrawal in one month without incurring fees?,cash_withdrawal_charge,62,11
Why am I getting double charged for multiple transactions?,transaction_charged_twice,58,9
What commission do you take for currency exchage?,exchange_charge,49,8
Is it possible for me to top up with a cheque?,top_up_by_cash_or_cheque,46,11
I'm going to cancel a purchase.,request_refund,31,6
My payment was declined,declined_card_payment,23,4
What's going on with my balance? Shouldn't it be a bit higher since I deposited a cheque a day ago?,balance_not_updated_after_cheque_or_cash_deposit,99,20
I'd like to discuss an order I placed quite a long time ago. I have yet to receive it and am growing upset. I want a refund as I now refuse to pay for the product.,request_refund,163,36
I have never been charged a card payment fee before. Why did this change?,card_payment_fee_charged,73,14
What's the procedure for getting a card?,order_physical_card,40,7
Why was I charged extra using my card?,card_payment_fee_charged,38,8
My phone was stolen! What do I need to do?,lost_or_stolen_phone,42,10
There is a card payment I'm not familiar with.,card_payment_not_recognised,46,9
I didn't see the money I added to my card.,top_up_failed,42,10
what is the fee for a transfer into my account,top_up_by_bank_transfer_charge,46,10
Can I link my card I previously received?,card_linking,41,8
Is my daughter eligible to open an account?,age_limit,43,8
Is topping up with cash allowed?,top_up_by_cash_or_cheque,32,6
"There are a couple payments with my card shown in the app that i really didn't make myself. What's going on with this, does someone has access to my card?!",card_payment_not_recognised,155,30
I believe my top up is still pending,pending_top_up,36,8
Why has my transfer not arrived yet?,transfer_not_received_by_recipient,36,7
Since when do you charge to make a withdrawal? I've always done it for free. So how much is it now?,cash_withdrawal_charge,99,21
I need help with understanding why my card is not working.,card_not_working,58,11
My top-up didn't go through,top_up_failed,27,5
I'd like to open an account for my children. How can I do that?,age_limit,63,14
"My phone was stolen, help!",lost_or_stolen_phone,26,5
"new customer and filling gas for the first time today, not working,",pending_top_up,67,12
Can I confirm your name please?,neutral,31,6
I recently made a transfer that I would like to cancel,cancel_transfer,54,11
My money transfer hasn't appeared yet.,pending_transfer,38,6
I need some help linking my new card.,card_linking,37,8
"Is there a fee when I get cash from an ATM? Is there a limit I can take out? If there is a fee, what is it?",cash_withdrawal_charge,107,27
Are there still fees for european top-ups?,top_up_by_card_charge,42,7
How can I update my personal information after moving?,edit_personal_details,54,9
"I think something is wrong with your top up. I've been waiting a little over an hour for this to go through, can you send it through for me?",pending_top_up,140,29
How do I change my pin while traveling?,change_pin,39,8
Do you supply both Visa and Mastercard?,visa_or_mastercard,39,7
are SWIFT transfers an option?,top_up_by_bank_transfer_charge,30,5
Am I going to see a charge for a SEPA transfer?,top_up_by_bank_transfer_charge,47,11
Please delete my account and personal information.,terminate_account,50,7
I was charged a fee for withdrawing cash.,cash_withdrawal_charge,41,8
What should I do if the atm eats my card?,card_swallowed,41,10
"Please give me both Visa and MasterCard, is it possible?",visa_or_mastercard,56,10
How do I link my new card?,card_linking,26,7
Can you tell me what this cash withdrawal is?,cash_withdrawal_not_recognised,45,9
I was charged too many times for one transaction.,transaction_charged_twice,49,9
what is this extra charge for a withdrawal?,cash_withdrawal_charge,43,8
My account says a withdrawal is pending - why can't I take cash out of the ATM?,pending_cash_withdrawal,79,17
My top up is not showing up in my wallet!,topping_up_by_card,41,10
I have a problem with a transfer. It didn't work. Can you tell me why?,declined_transfer,70,15
Why am I being charged fees on some transactions but not on others? What am I missing here? I cannot find where to see the fee structure on my account. Help!,card_payment_fee_charged,157,31
Is my new bank card on the way and is there a way to track it?,card_arrival,62,16
"I am seeing in the app, some cash witdhrawals that I did not authorize.",cash_withdrawal_not_recognised,71,14
My card payment has failed.,declined_card_payment,27,5
"I received my Virtual card information, but was unable to use it to make a purchase. Why did this happen and what can I do?",virtual_card_not_working,123,25
Do international transfers take longer?? I made a transfer from France 2 days ago but it's still not there yet...,balance_not_updated_after_bank_transfer,113,20
"Hey, I'm buying a flat and I need my mortgage to go though. However, every time I check I get an error message. Is there any way you can help me with this transfer.",failed_transfer,164,34
When did you send me my new card?,card_arrival,33,8
I have lost my phone or it has been stolen.,lost_or_stolen_phone,43,10
Are you going to charge me to top up my card?,top_up_by_card_charge,45,11
Where did my top-up go? I can't find it in my wallet,topping_up_by_card,52,12
How long will it take to get to the US?,card_delivery_estimate,39,10
Why do I have to pay extra for using my card?,card_payment_fee_charged,45,11
Is it possible to get a disposable virtual card as well?,get_disposable_virtual_card,56,11
is there a way to change name?,edit_personal_details,30,7
Payment I didn't do.,card_payment_not_recognised,20,4
Do you know how to change my card PIN?,change_pin,38,9
Is my card payment reverted?,reverted_card_payment?,28,5
I tried to buy something online yesterday and was told declined. I got the same error today after trying again. What is the problem?,declined_transfer,132,24
How do I set up an account for my children?,age_limit,43,10
How do I get unblocked?,pin_blocked,23,5
How come my cash withdrawal came with an unnecessary fee?!,cash_withdrawal_charge,58,10
"My ID verification hasn't gone through yet, but can I use my account anyway?",why_verify_identity,76,14
what can I do if I got my American Express in Apple Bay but top up is not working?,apple_pay_or_google_pay,82,19
"My PIN seems to be blocked, help me access it?",pin_blocked,46,10
I need to cancel a purchase?,request_refund,28,6
wheres my money receipt,transfer_not_received_by_recipient,23,4
The ATM didn't give me the amount I asked for,wrong_amount_of_cash_received,45,10
"I really wanted to buy something online but seems the card is not working as the payment suddenly came back! What's going on here, I've been trying for a good week or two.",reverted_card_payment?,171,33
Do I have to go into the bank to change my PIN?,change_pin,47,12
Is there anyway to use a cheque to top up?,top_up_by_cash_or_cheque,42,10
Can I get a Visa instead of a MasterCard?,visa_or_mastercard,41,9
A transaction is showing more than once.,transaction_charged_twice,40,7
Where in the app do I go to make my new card show up?,card_linking,53,14
Is there a fee associated with using foreign exchange ATMs?,wrong_exchange_rate_for_cash_withdrawal,59,10
I've tried completing a very standard transfer and have already attempted it 5 times. What's going on here? Is there a problem with your system?,failed_transfer,144,25
"How can I close my account, I don't want it.",terminate_account,44,10
My app is displaying a payment I didn't make,card_payment_not_recognised,44,9
What do I do if the ATM swallowed my card?,card_swallowed,42,10
"Hi, i found a large amount payment in my old statements which i am sure was not made by me. I am aware that the time has passed but is there a way to raise a dispute for this payment now?",direct_debit_payment_not_recognised,187,41
How long until my new card gets here?,card_arrival,37,8
I have no more money in my account. Is there a way to do a bank transfer to put money into my account?,transfer_into_account,102,23
I'd like my account to be deleted. I'm not satisfied with the service you provide.,terminate_account,82,15
My card was declined at a restaurant today and I am not sure why.,card_not_working,65,14
Tell my why my top-up is pending.,pending_top_up,33,7
Can I wait for you to send me a new card when mine's about to expire?,card_about_to_expire,69,16
I noticed a different charge while I was taking my money out.,cash_withdrawal_charge,61,12
Can you tell me why a refund I'm owed is not showing on my statement?,Refund_not_showing_up,69,15
What locations are cards delivered to?,order_physical_card,38,6
I would like a virtual card...how do I get one?,getting_virtual_card,47,10
"Hello, I have a question concerning an unfamiliar fee that I notice on my account. I see that you guys charge for ATM withdrawal. Never notice this fee until now. Can you please explain?",cash_withdrawal_charge,186,34
Is it possible that my card payment was reverted?,reverted_card_payment?,49,9
Why was I charged for withdrawing cash?,cash_withdrawal_charge,39,7
Can you please explain how bank transfers work?,transfer_into_account,47,8
I have made a recent check and cash deposit that isn't reflected in my balance.,balance_not_updated_after_cheque_or_cash_deposit,79,15
My disposable virtual card was rejected.,virtual_card_not_working,40,6
What is the extra fee I was charged when using an ATM?,cash_withdrawal_charge,54,12
My card wasn't working in a shop,declined_card_payment,32,7
Where can I find information about where my money came from?,verify_source_of_funds,60,11
I transferred some cash and it didn't arrive,transfer_not_received_by_recipient,44,8
What currencies can I hold?,fiat_currency_support,27,5
DO I have to be 18 to open an account?,age_limit,38,10
How is my card payment still pending?,pending_card_payment,37,7
What does it mean when it says that I have a payment that is pending?,pending_card_payment,69,15
Can you tell me the ATMs I can use with my card?,atm_support,48,12
My payment has not been accepted.,reverted_card_payment?,33,6
How do your exchange rates factor in?,exchange_rate,37,7
How to cancel a transaction,cancel_transfer,27,5
What are the places that you deliver cards to?,order_physical_card,46,9
I'm wondering how long it takes for my money to get to me after a bank transfer.,balance_not_updated_after_bank_transfer,80,17
What's the reason my new card hasn't come?,card_arrival,42,8
Why does my statement have an extra fee?,extra_charge_on_statement,40,8
How do I know what exchange rate I will get?,exchange_rate,44,10
I was told I would be getting a refund but I have yet to see it,Refund_not_showing_up,63,16
Today I was out eating and my card was declined. Why's that?,card_not_working,60,12
Are there any restrictions for the disposable cards?,disposable_card_limits,52,8
I need to cancel my card. There are a few charges from a couple days ago that I didn't make. Can I get credit for these charges?,card_payment_not_recognised,128,27
I would like to have a Mastercard.,visa_or_mastercard,34,7
how can i transfer money from american express card,supported_cards_and_currencies,51,9
Can you tell me where my readily available cash has come from?,verify_source_of_funds,62,12
I tried to make a payment with my card and it was declined. Why is it pending?,pending_card_payment,78,17
"I have never been charged for making an ATM cash withdrawal before, but I am now being charged a fee to withdraw cash. What happened?",cash_withdrawal_charge,133,25
Change my pin?,change_pin,14,3
Why would I be charged an extra fee while doing a transfer?,transfer_fee_charged,59,12
My account was charged a fee. When did you start charging extra for card payments?,card_payment_fee_charged,82,15
I did not receive my full withdrawal amount,wrong_amount_of_cash_received,43,8
"I have been charged to much for the object I bought when abroad, the exchange rate seems to be wrong.",card_payment_wrong_exchange_rate,101,20
I was charged twice for the same purchase!,transaction_charged_twice,42,8
I want to replace my current PIN.,change_pin,33,7
When can I expect my transfer to reach my account?,transfer_timing,50,10
I'm having trouble proving my identity,unable_to_verify_identity,38,6
Is it possible for me to top up with Google Pay?,apple_pay_or_google_pay,48,11
How do I make sure my transfer isn't goin to an unsupported merchant?,declined_transfer,69,13
Why am I being charge a fee when using an ATM?,cash_withdrawal_charge,46,11
Can I only top-up digitally? Or could I use cash?,top_up_by_cash_or_cheque,49,10
Whats the transfer process,transfer_into_account,26,4
I received a message from a seller stating they hadn't received my money even though it definitely came out of my account. The money has now been deposited back into my account. Please get this resolved as soon as possible.,reverted_card_payment?,223,40
"There's an extra fee on my statement, why is that?",extra_charge_on_statement,50,10
I want to get a Visa card,visa_or_mastercard,25,7
There is a 1 charge that appears as pending on my statement. What is that? I haven't purchased anything for a pound there.,extra_charge_on_statement,122,23
Reasons for top up cancellation.,top_up_reverted,32,5
Am I able to do a SWIFT transfer?,top_up_by_bank_transfer_charge,33,8
My top-up was rejected by an app.,top_up_failed,33,7
I was wondering if you will take any fees in exchange for top ups?,top_up_by_card_charge,66,14
I can't find the top-up card verification code.,verify_top_up,47,8
"I bought something online a couple days ago, sent the money immediately online but the seller says it's still not there yet. How long do EU transfers actually take?",pending_transfer,164,29
Why is the transfer still pending? Can I do something?,pending_transfer,54,10
Can you please disable my current account.,terminate_account,42,7
My salary is in GBP - what should I do?,receiving_money,39,10
I'd like to provide my daughter with a card - could I get an additional card from my account to give her?,getting_spare_card,105,22
I noticed on my online statement that an ATM withdrawal I made early is still pending. Is this accurate?,pending_cash_withdrawal,104,19
I didn't get my card back from the ATM.,card_swallowed,39,9
Are you going to charge me to collect the money?,top_up_by_bank_transfer_charge,48,10
do I need to verify my identity before I can use my card?,why_verify_identity,57,13
Why did the ATM take my card and keep it?,card_swallowed,41,10
I used my card to top-up but the money is gone!,topping_up_by_card,47,11
I noticed my transfer was declined.,declined_transfer,35,6
where can i deposit a check,top_up_by_cash_or_cheque,27,6
Are you Visa or Mastercard?,visa_or_mastercard,27,5
Why would my card payment not work?,declined_card_payment,35,7
Is there any way to know how the transaction got on my account?,card_payment_not_recognised,63,13
The day before yesterday I transferred funds to another account within the country. The funds have not yet arrived. I double and triple checked the account number and it was correct. Why hasn't the transfer been completed yet?,transfer_not_received_by_recipient,226,38
Hello I changed my mind and really need a refund on something I bought recently. Can you please cancel the transaction and get me my money back. Please it's urgent.,request_refund,164,30
why hasn't my cash arrived yet from my cheque?!,balance_not_updated_after_cheque_or_cash_deposit,47,9
Several items I have charged this week are appearing twice. Please review my statement and remove any duplicate charges.,transaction_charged_twice,120,19
I was issued a new card a week ago but still haven't received it. How long will it be until I receive it?,card_arrival,105,23
Why is my beneficiary being denies?,beneficiary_not_allowed,35,6
"I want to reset my passcode, how can I do that?",passcode_forgotten,47,11
is it possible to cancel transactions?,cancel_transfer,38,6
why verify the top up? it doesnt make sense,verify_top_up,43,9
How come I can't put money in my top up account?,top_up_reverted,48,11
I can't remember my password.,passcode_forgotten,29,5
There is a strange charge on my debit statement,direct_debit_payment_not_recognised,47,9
"It says ""pending payment?"" Why is it saying this?",pending_card_payment,49,9
How can I top up my account by bank transfer?,transfer_into_account,45,10
How do I add money to my card?,topping_up_by_card,30,8
Why won't my card accept any transactions?,card_not_working,42,7
"If I am not in the country and I need to change my PIN, how can this be done?",change_pin,77,19
I really need to know how to change my pin.,change_pin,43,10
Can I purchase with cash or cheque?,top_up_by_cash_or_cheque,35,7
I'm not satisfied with the services that you are providing. I would like to end my services and delete my account.,terminate_account,114,21
Thank you for your patience.,neutral,28,5
Was my card payment reverted?,reverted_card_payment?,29,5
Someone else might be using my card without my permission.,compromised_card,58,10
There was a direct debit from my account and I didn't authorise it,direct_debit_payment_not_recognised,66,13
Is there a way to change my PIN without having to go to the bank?,change_pin,65,15
I think my card is broke it's not working anymore,card_not_working,49,10
My balance was not updated with my checque or cash deposit.,balance_not_updated_after_cheque_or_cash_deposit,59,11
My transfer hasn't arrived,transfer_not_received_by_recipient,26,4
There is a debit paymet that I don't recognize.,direct_debit_payment_not_recognised,47,9
how do i track the moeney,verify_source_of_funds,25,6
I am entering my passcode but getting an error.,passcode_forgotten,47,9
I'm looking to get an additional card.,getting_spare_card,38,7
"I could not get a top-up to work, why?",top_up_failed,38,9
How do I order a disposable virtual card?,get_disposable_virtual_card,41,8
I ordered my card a couple weeks ago and haven't received it yet. When can I expect it?,card_delivery_estimate,87,18
What are the limitations on the disposable cards?,disposable_card_limits,49,8
I withdrew cash but it still shows as pending?,pending_cash_withdrawal,46,9
